-15.051097011920453,27.0,-1.735329153605015,10.7666015625,40.0,30,45,31.735329153605015,-41.6802
-15.051097011920453,28.0,-1.735329153605015,12.744140625,40.0,30,45,31.735329153605015,-41.6802
-15.051097011920453,29.0,-1.735329153605015,18.603515625,40.0,30,45,31.735329153605015,-41.6802
-15.051097011920453,30.0,-1.735329153605015,18.603515625,40.0,30,45,31.735329153605015,-41.6802
-14.917972145670037,31.0,-1.8939811912225721,14.697265625,40.0,30,45,31.893981191222572,-41.6802
-14.784847279419626,32.0,-2.052633228840122,13.720703125,40.0,30,45,32.05263322884012,-41.6802
-14.65172241316921,33.0,-2.211285266457679,11.7431640625,40.0,30,45,32.21128526645768,-41.6802
-14.65172241316921,36.0,-2.211285266457679,10.7666015625,40.0,30,45,32.21128526645768,-41.6802
-14.65172241316921,37.0,-2.211285266457679,10.7666015625,40.0,30,45,32.21128526645768,-41.6802
-13.986098081917142,38.0,-3.0045454545454504,10.7666015625,40.0,30,45,33.00454545454545,-41.6802
-14.65172241316921,39.0,-2.211285266457679,14.697265625,40.0,30,45,32.21128526645768,-41.6802
-14.119222948167552,39.0,-2.8458934169279004,10.7666015625,40.0,30,45,32.8458934169279,-41.6802
-14.65172241316921,40.0,-2.211285266457679,16.650390625,40.0,30,45,32.21128526645768,-41.6802
-14.518597546918794,41.0,-2.3699373040752363,17.626953125,40.0,30,45,32.369937304075236,-41.6802
-14.385472680668379,42.0,-2.5285893416927934,17.626953125,40.0,30,45,32.52858934169279,-41.6802
-14.252347814417963,43.0,-2.6872413793103505,14.697265625,40.0,30,45,32.68724137931035,-41.6802
-14.252347814417963,44.0,-2.6872413793103505,12.744140625,40.0,30,45,32.68724137931035,-41.6802
-13.852973215666726,58.0,-3.1631974921630075,10.7666015625,40.0,30,45,33.16319749216301,-41.6802
-13.852973215666726,59.0,-3.1631974921630075,10.7666015625,40.0,30,45,33.16319749216301,-41.6802
-1.6054855206286147,74.0,-12.24081504702194,10.7666015625,40.0,45,60,47.75918495297806,-41.6802
-1.6054855206286147,75.0,-12.24081504702194,11.7431640625,40.0,45,60,47.75918495297806,-41.6802
-1.6054855206286147,76.0,-12.24081504702194,12.744140625,40.0,45,60,47.75918495297806,-41.6802
-1.6054855206286147,77.0,-12.24081504702194,13.720703125,40.0,45,60,47.75918495297806,-41.6802
-1.6054855206286147,78.0,-12.24081504702194,13.720703125,40.0,45,60,47.75918495297806,-41.6802
-0.4073617243748875,78.0,-10.812946708463947,10.7666015625,40.0,45,60,49.18705329153605,-41.6802
-1.6054855206286147,79.0,-12.24081504702194,12.744140625,40.0,45,60,47.75918495297806,-41.6802
-0.4073617243748875,79.0,-10.812946708463947,11.7431640625,40.0,45,60,49.18705329153605,-41.6802
-0.00798712562364523,79.0,-10.336990595611283,10.7666015625,40.0,45,60,49.66300940438872,-41.6802
-1.6054855206286147,80.0,-12.24081504702194,12.744140625,40.0,45,60,47.75918495297806,-41.6802
-0.4073617243748875,80.0,-10.812946708463947,10.7666015625,40.0,45,60,49.18705329153605,-41.6802
-1.6054855206286147,81.0,-12.24081504702194,10.7666015625,40.0,45,60,47.75918495297806,-41.6802
-13.71984834941631,110.0,-3.3218495297805646,14.697265625,40.0,30,45,33.321849529780565,-41.6802
-13.187348884414652,110.0,-3.956457680250786,11.7431640625,40.0,30,45,33.956457680250786,-41.6802
-13.71984834941631,111.0,-3.3218495297805646,17.626953125,40.0,30,45,33.321849529780565,-41.6802
-13.187348884414652,111.0,-3.956457680250786,12.744140625,40.0,30,45,33.956457680250786,-41.6802
-13.71984834941631,112.0,-3.3218495297805646,17.626953125,40.0,30,45,33.321849529780565,-41.6802
-13.187348884414652,112.0,-3.956457680250786,10.7666015625,40.0,30,45,33.956457680250786,-41.6802
-13.71984834941631,113.0,-3.3218495297805646,15.673828125,40.0,30,45,33.321849529780565,-41.6802
-13.71984834941631,114.0,-3.3218495297805646,11.7431640625,40.0,30,45,33.321849529780565,-41.6802
-13.71984834941631,129.0,-3.3218495297805646,12.744140625,40.0,30,45,33.321849529780565,-41.6802
-13.71984834941631,130.0,-3.3218495297805646,12.744140625,40.0,30,45,33.321849529780565,-41.6802
-13.852973215666726,131.0,-3.1631974921630075,13.720703125,40.0,30,45,33.16319749216301,-41.6802
-13.71984834941631,132.0,-3.3218495297805646,13.720703125,40.0,30,45,33.321849529780565,-41.6802
-13.71984834941631,133.0,-3.3218495297805646,11.7431640625,40.0,30,45,33.321849529780565,-41.6802
-2.9367341831327574,143.0,-13.82733542319749,19.6044921875,40.0,45,60,46.17266457680251,-41.6802
-2.9367341831327574,144.0,-13.82733542319749,25.48828125,40.0,45,60,46.17266457680251,-41.6802
-2.9367341831327574,145.0,-13.82733542319749,48.0224609375,40.0,45,60,46.17266457680251,-41.6802
-2.9367341831327574,146.0,-13.82733542319749,64.697265625,40.0,45,60,46.17266457680251,-41.6802
-2.9367341831327574,147.0,-13.82733542319749,87.2314453125,40.0,45,60,46.17266457680251,-41.6802
-2.9367341831327574,148.0,-13.82733542319749,99.9755859375,40.0,45,60,46.17266457680251,-41.6802
-2.9367341831327574,149.0,-13.82733542319749,90.185546875,40.0,45,60,46.17266457680251,-41.6802
-2.9367341831327574,150.0,-13.82733542319749,66.650390625,40.0,45,60,46.17266457680251,-41.6802
-2.9367341831327574,151.0,-13.82733542319749,41.162109375,40.0,45,60,46.17266457680251,-41.6802
-2.537359584381515,151.0,-13.351379310344825,26.46484375,40.0,45,60,46.648620689655175,-41.6802
-3.0698590493831737,152.0,-13.985987460815046,22.5341796875,40.0,45,60,46.014012539184954,-41.6802
-2.6704844506319314,152.0,-13.510031347962382,19.6044921875,40.0,45,60,46.48996865203762,-41.6802
-2.8036093168823477,153.0,-13.66868338557994,15.673828125,40.0,45,60,46.33131661442006,-41.6802
-14.385472680668379,169.0,-2.5285893416927934,10.7666015625,40.0,30,45,32.52858934169279,-41.6802
-15.051097011920453,181.0,-1.735329153605015,10.7666015625,40.0,30,45,31.735329153605015,-41.6802
-14.385472680668379,181.0,-2.5285893416927934,11.7431640625,40.0,30,45,32.52858934169279,-41.6802
-15.051097011920453,182.0,-1.735329153605015,10.7666015625,40.0,30,45,31.735329153605015,-41.6802
-14.518597546918794,182.0,-2.3699373040752363,12.744140625,40.0,30,45,32.369937304075236,-41.6802
-13.852973215666726,182.0,-3.1631974921630075,11.7431640625,40.0,30,45,33.16319749216301,-41.6802
-2.8036093168823477,182.0,-13.66868338557994,11.7431640625,40.0,45,60,46.33131661442006,-41.6802
-14.385472680668379,183.0,-2.5285893416927934,10.7666015625,40.0,30,45,32.52858934169279,-41.6802
-13.71984834941631,183.0,-3.3218495297805646,10.7666015625,40.0,30,45,33.321849529780565,-41.6802
-2.9367341831327574,183.0,-13.82733542319749,15.673828125,40.0,45,60,46.17266457680251,-41.6802
-2.9367341831327574,184.0,-13.82733542319749,32.3486328125,40.0,45,60,46.17266457680251,-41.6802
